"Name","State","Notes","User","Tags","Created","Runtime","Sweep","accuracy_eval_samples","backend","batch_size","best_epoch","best_val_loss","checkpoint_loaded","checkpoint_path","cpu","cuda_available","cuda_version","dataset_start_date","directional_accuracy","forecast_horizon","gpu_compute_capability","gpu_device_index","gpu_graphics_clock_mhz_max","gpu_graphics_clock_mhz_mean","gpu_graphics_clock_mhz_min","gpu_memory_clock_mhz_max","gpu_memory_clock_mhz_mean","gpu_memory_clock_mhz_min","gpu_memory_total_mb_max","gpu_memory_total_mb_mean","gpu_memory_total_mb_min","gpu_memory_used_mb_max","gpu_memory_used_mb_mean","gpu_memory_used_mb_min","gpu_memory_utilization_percent_max","gpu_memory_utilization_percent_mean","gpu_memory_utilization_percent_min","gpu_name","gpu_power_watts_max","gpu_power_watts_mean","gpu_power_watts_min","gpu_telemetry_sample_count","gpu_temperature_c_max","gpu_temperature_c_mean","gpu_temperature_c_min","gpu_total_memory_gb","gpu_utilization_percent_max","gpu_utilization_percent_mean","gpu_utilization_percent_min","latency_max_ms","latency_mean_ms","latency_median_ms","latency_min_ms","latency_p95_ms","latency_p99_ms","lookback_window","mae","mape","model","os","parameter_count","peak_memory_allocated_mb","peak_memory_reserved_mb","precision","python","repeat_index","rmse","run_id","system_ram_gb","throughput_samples_per_sec","ticker_count","tickers","torch_version","trained_epochs","training_history_path"
"tiny_time_mixer-pytorch-fp16-bs1-rep1","finished","-","","","2026-05-29T14:12:51.000Z","2","","12937","pytorch","1","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","3.791","3.791","3.791","1","43","43","43","7.996","4","4","4","1.714799989713356","0.3969850001158193","0.3520499958540313","0.1998000079765916","0.6947850000869947","1.6376789931382525","252","0.4152880609035492","140.95130920410156","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.29931640625","22","fp16","3.12.10","1","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","2840.505643450213","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs1-rep2","finished","-","","","2026-05-29T14:13:20.000Z","2","","12937","pytorch","1","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","1.869","1.869","1.869","1","43","43","43","7.996","3","3","3","1.6916000022320077","0.3116079993196763","0.2879999956348911","0.19239999528508633","0.4250600024533924","0.714073992567142","252","0.4152880609035492","140.95130920410156","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.29931640625","22","fp16","3.12.10","2","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","3472.222274849404","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs8-rep0","finished","-","","","2026-05-29T14:13:47.000Z","2","","12937","pytorch","8","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","1.983","1.983","1.983","1","43","43","43","7.996","0","0","0","1.1749999976018444","0.43611500077531673","0.35660000139614567","0.2623000036692247","0.7451299985405058","0.8812669939652567","252","0.4152880609035492","140.95176696777344","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.31640625","22","fp16","3.12.10","0","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","22434.099743911185","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs8-rep1","finished","-","","","2026-05-29T14:14:14.000Z","2","","12937","pytorch","8","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","20","20","20","NVIDIA GeForce RTX 4070 Laptop GPU","3.538","3.538","3.538","1","43","43","43","7.996","21","21","21","2.3350999981630594","0.49758000051951967","0.4428500033100136","0.1805999927455559","0.7705100077146197","1.2266960003762564","252","0.4152880012989044","140.95176696777344","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.31640625","22","fp16","3.12.10","1","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","18064.80736187251","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs8-rep2","finished","-","","","2026-05-29T14:14:41.000Z","3","","12937","pytorch","8","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","1.827","1.827","1.827","1","43","43","43","7.996","0","0","0","1.730599993607029","0.28543599968543276","0.24285000836243853","0.18300001102034005","0.42531999933999026","1.4039000126649643","252","0.4152880012989044","140.95217895507812","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.31640625","22","fp16","3.12.10","2","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","32942.144222867384","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs32-rep0","finished","-","","","2026-05-29T14:15:07.000Z","2","","12937","pytorch","32","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","2.055","2.055","2.055","1","43","43","43","7.996","0","0","0","2.4036999966483563","0.3098540006612893","0.25499999173916876","0.19189999147783965","0.5991249992803201","1.4180559972010138","252","0.4152880012989044","140.95217895507812","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.3740234375","22","fp16","3.12.10","0","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","125490.2001437387","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs32-rep1","finished","-","","","2026-05-29T14:15:35.000Z","2","","12937","pytorch","32","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","16","16","16","NVIDIA GeForce RTX 4070 Laptop GPU","2.178","2.178","2.178","1","43","43","43","7.996","0","0","0","1.9298999977763744","0.31117400096263736","0.22425000497605652","0.1782000035746023","0.7246900007885412","1.5173670115473237","252","0.4152880012989044","140.95217895507812","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.3740234375","22","fp16","3.12.10","1","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","142697.87866188312","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"tiny_time_mixer-pytorch-fp16-bs32-rep2","finished","-","","","2026-05-29T14:16:01.000Z","4","","12937","pytorch","32","17","31.233069080967955","true","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.37399505256648113","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","0","0","0","NVIDIA GeForce RTX 4070 Laptop GPU","1.8","1.8","1.8","1","43","43","43","7.996","0","0","0","1.401899993652478","0.4006429994478822","0.33504999737488106","0.18429999181535095","0.8123550011077896","0.8720519929192988","252","0.4152880012989044","140.95263671875","tiny_time_mixer","Windows-11-10.0.26200-SP0","169729","10.3740234375","22","fp16","3.12.10","2","1.5207332372665403","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","95508.13386276738","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\tiny_time_mixer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs1-rep0","finished","-","","","2026-05-29T14:21:00.000Z","4","","12937","pytorch","1","2","5.218360109281392","false","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","2460","2460","2460","8001","8001","8001","8188","8188","8188","572.84765625","572.84765625","572.84765625","31","10.333333333333334","0","NVIDIA GeForce RTX 4070 Laptop GPU","75.938","43.98733333333333","28.012","3","71","67","65","7.996","73","27","4","3.630199993494898","1.310095998487668","1.193400006741285","0.9515999990981072","2.1008750023611356","2.2666730123455707","252","0.10748154670000076","27.261463165283203","informer","Windows-11-10.0.26200-SP0","79745","129.85498046875","194","fp32","3.12.10","0","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","837.9420096792306","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs1-rep1","finished","-","","","2026-05-29T14:21:27.000Z","2","","12937","pytorch","1","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","532.84765625","532.84765625","532.84765625","7","3.5","0","NVIDIA GeForce RTX 4070 Laptop GPU","4.666","4.519","4.372","4","54","54","54","7.996","67","33.5","0","3.9818999939598143","1.7405239996151067","1.810299996577669","0.9799999970709904","2.2721800014551263","3.0024929987848785","252","0.10748154670000076","27.261608123779297","informer","Windows-11-10.0.26200-SP0","79745","121.4208984375","166","fp32","3.12.10","1","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","552.3946317684789","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs1-rep2","finished","-","","","2026-05-29T14:21:58.000Z","3","","12937","pytorch","1","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","532.84765625","532.84765625","532.84765625","27","27","27","NVIDIA GeForce RTX 4070 Laptop GPU","4.174","4.174","4.174","4","50","50","50","7.996","30","30","30","4.141000012168661","1.971349000086775","1.8609500039019624","1.755100005539134","2.4616950002382505","3.233862991037318","252","0.10748155415058136","27.26175117492676","informer","Windows-11-10.0.26200-SP0","79745","121.4208984375","166","fp32","3.12.10","2","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","537.3599494361706","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs8-rep0","finished","-","","","2026-05-29T14:22:34.000Z","3","","12937","pytorch","8","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","534.84765625","534.84765625","534.84765625","6","6","6","NVIDIA GeForce RTX 4070 Laptop GPU","3.907","3.907","3.907","5","47","47","47","7.996","8","8","8","5.005899991374463","2.5155739983893","1.9767999910982328","0.8966999885160476","4.096605005179299","4.888485990522896","252","0.10748156905174255","27.261754989624023","informer","Windows-11-10.0.26200-SP0","79745","121.45458984375","168","fp32","3.12.10","0","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","4046.944575083447","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs8-rep1","finished","-","","","2026-05-29T14:23:10.000Z","2","","12937","pytorch","8","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","534.84765625","534.84765625","534.84765625","26","26","26","NVIDIA GeForce RTX 4070 Laptop GPU","5.222","5.222","5.222","6","46","46","46","7.996","18","18","18","5.776300007710233","2.688349001255119","2.635100005136337","0.9132999985013156","3.895345004275441","4.592457997350727","252","0.10748155415058136","27.261754989624023","informer","Windows-11-10.0.26200-SP0","79745","121.45458984375","168","fp32","3.12.10","1","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","3035.9379091519863","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs8-rep2","finished","-","","","2026-05-29T14:23:40.000Z","3","","12937","pytorch","8","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","534.84765625","534.84765625","534.84765625","28","28","28","NVIDIA GeForce RTX 4070 Laptop GPU","4.452","4.452","4.452","6","45","45","45","7.996","35","35","35","5.066499987151474","2.742364999576239","2.693349997571204","0.9012000082293524","3.8941500075452495","4.715742995904295","252","0.10748156905174255","27.261754989624023","informer","Windows-11-10.0.26200-SP0","79745","121.45458984375","168","fp32","3.12.10","2","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","2970.278651944308","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs32-rep0","finished","-","","","2026-05-29T14:24:10.000Z","3","","12937","pytorch","32","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","552.84765625","552.84765625","552.84765625","11","11","11","NVIDIA GeForce RTX 4070 Laptop GPU","2.413","2.413","2.413","5","45","45","45","7.996","33","33","33","7.632299995748326","2.5044529994193","1.6075499952421524","1.5293999895220622","7.234930000413442","7.340745008696105","252","0.10748156905174255","27.262046813964844","informer","Windows-11-10.0.26200-SP0","79745","122.05810546875","170","fp32","3.12.10","0","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","19906.068299405953","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs32-rep1","finished","-","","","2026-05-29T14:24:39.000Z","3","","12937","pytorch","32","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","315","294","210","405","405","405","8188","8188","8188","552.84765625","552.84765625","552.84765625","9","7.2","0","NVIDIA GeForce RTX 4070 Laptop GPU","6.128","5.2928","1.952","5","45","45","45","7.996","77","62.6","5","9.865899992291816","2.4722970003494993","1.6351500016753562","1.534800001536496","8.242040000186535","9.229429000843089","252","0.10748156905174255","27.262046813964844","informer","Windows-11-10.0.26200-SP0","79745","122.05810546875","170","fp32","3.12.10","1","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","19570.07000410553","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp32-bs32-rep2","finished","-","","","2026-05-29T14:25:10.000Z","3","","12937","pytorch","32","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.49559369202226344","21","8.9","0","390","330","210","405","405","405","8188","8188","8188","552.84765625","552.84765625","552.84765625","16","10.666666666666666","0","NVIDIA GeForce RTX 4070 Laptop GPU","2.916","2.590333333333333","1.939","6","45","45","45","7.996","72","49.666666666666664","5","7.467700008419342","2.7064249996328726","1.6797499993117526","1.5340999962063506","6.686679997801548","6.893599002069098","252","0.10748157650232316","27.262189865112305","informer","Windows-11-10.0.26200-SP0","79745","122.05810546875","170","fp32","3.12.10","2","0.6030758023262024","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","19050.45394440329","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp16-bs1-rep0","finished","-","","","2026-05-29T14:25:40.000Z","3","","12937","pytorch","1","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.4294990723562152","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","5","5","5","NVIDIA GeForce RTX 4070 Laptop GPU","1.95","1.95","1.95","3","45","45","45","7.996","6","6","6","4.0311999910045415","1.3880030003201682","1.2351000113994814","0.945399995543994","2.1081100006995257","3.464821000234227","252","0.10749656707048416","27.26980781555176","informer","Windows-11-10.0.26200-SP0","79745","64.40283203125","86","fp16","3.12.10","0","0.6030736565589905","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","809.6510329288301","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
"informer-pytorch-fp16-bs1-rep1","finished","-","","","2026-05-29T14:26:14.000Z","4","","12937","pytorch","1","2","5.218360109281392","true","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.pt","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","true","12.6","2015-01-01","0.4294990723562152","21","8.9","0","210","210","210","405","405","405","8188","8188","8188","538.84765625","538.84765625","538.84765625","14","14","14","NVIDIA GeForce RTX 4070 Laptop GPU","2.076","2.076","2.076","3","44","44","44","7.996","14","14","14","2.967799999169074","1.4710420000483282","1.389799996104557","0.9616000024834648","2.1439999967697076","2.6426840014755744","252","0.10749658942222597","27.26995277404785","informer","Windows-11-10.0.26200-SP0","79745","64.40283203125","86","fp16","3.12.10","1","0.6030736565589905","20260529-193609_tiny_time_mixer-informer_fp32-fp16_bs1-8-32","15.288","719.5279916555477","25","[""AAPL"",""MSFT"",""NVDA"",""AMD"",""META"",""GOOGL"",""AMZN"",""SPY"",""QQQ"",""DIA"",""IWM"",""JPM"",""GS"",""BAC"",""XOM"",""CVX"",""SMH"",""TSM"",""VIXY"",""^NSEI"",""RELIANCE.NS"",""TCS.NS"",""INFY.NS"",""CQQQ"",""FXI""]","2.12.0+cu126","30","checkpoints\informer_lb252_h21_in5_e30_2a00fcb3a7.history.json"
